Código Tabela Campo;Nome;Descrição;Código Tabela
21645;VolUnit;Unidade de medida de volume;711
21646;Weight;Peso;711
21647;WeightUnit;Unidade de peso;711
21648;Series;Série;711
21649;TaxDate;Data do documento;711
;;;
21650;Filler;Filtro;711
21651;StampNum;Nº carimbo;711
21652;isCrin;Nota fiscal corrigida;711
21653;FinncPriod;Período contábil;711
21654;UserSign;Assinatura do usuário;711
21655;selfInv;Nota fiscal automática;711
21656;VatPaid;Imposto pago até à data;711
21657;VatPaidFC;Definição de imposto;711
21658;VatPaidSys;Imposto pago em MS;711
21659;WddStatus;Status da autorização;711
;;;
21660;draftKey;ID interno do esboço de documento;711
21661;TotalExpns;Custos totais;711
21662;TotalExpFC;Despesas totais (ME);711
21663;TotalExpSC;Despesas totais (MS);711
21664;Address2;Destinatário;711
21665;Exported;Exportado;711
21666;StationID;ID da estação de trabalho;711
21667;Indicator;Indicador;711
21668;NetProc;Procedimento líquido;711
21669;AqcsTax;Imposto de compras;711
;;;
21670;AqcsTaxFC;Imposto de compras (ME);711
21671;AqcsTaxSC;Imposto de compras (MS);711
21672;CashDiscPr;Percentual de desconto;711
21673;CashDiscnt;Desconto;711
21674;CashDiscFC;Desconto (ME);711
21675;CashDiscSC;Desconto (MS);711
21676;ShipToCode;Código do destinatário;711
21677;LicTradNum;Nº do negociante autorizado;711
21678;PaymentRef;Nº da referência de pagamento;711
21679;WTSum;Valor de imposto retido na fonte;711
;;;
21680;WTSumFC;Valor IRF (ME);711
21681;WTSumSC;Valor IRF (MS);711
21682;RoundDif;Valor de diferença do arredondamento;711
21683;RoundDifFC;Valor de diferença do arredondamento (ME);711
21684;RoundDifSy;Valor de diferença do arredondamento (MS);711
21685;CheckDigit;Dígito de controle;711
21686;Form1099;Formulário 1099;711
21687;Box1099;1099 Caixa;711
21688;submitted;Apresentado;711
21689;PoPrss;Processo de pedido;711
;;;
21690;Rounding;Arredondamento;711
21691;RevisionPo;Distribuir o pedido;711
21692;Segment;Segment;711
21693;ReqDate;Data necessária;711
21694;CancelDate;Data de cancelamento;711
21695;PickStatus;Status do picking;711
21696;Pick;Efetuar o picking;711
21697;BlockDunn;Bloquear advertência;711
21698;PeyMethod;Forma de pagamento;711
21699;PayBlock;Bloqueio de pagamento;711
217;OcrCode4;Código de custos 4;19
;;;
21700;PayBlckRef;Payment Block Abs Entry;711
21701;MaxDscn;Desconto máximo;711
21702;Reserve;Reservar;711
21703;Max1099;Valor máximo 1099;711
21704;CntrlBnk;Código do Banco Central;711
21705;PickRmrk;Observações sobre o picking;711
21706;ISRCodLine;Linha de codificação da nota de depósito com nº de referência;711
21707;ExpAppl;Exp applied;711
21708;ExpApplFC;Exp applied FC;711
21709;ExpApplSC;Exp applied DC;711
;;;
21710;Project;Código do projeto;711
21711;DeferrTax;Imposto diferido;711
21712;LetterNum;Nº da carta de isenção de imposto;711
21713;FromDate;Data de validade da isenção de;711
21714;ToDate;Data de validade da isenção até;711
21715;WTApplied;Imposto retido na fonte aplicado;711
21716;WTAppliedF;IRF aplicado (ME);711
21717;BoeReserev;Boleto reservado;711
21718;AgentCode;Código do agente;711
21719;WTAppliedS;IRF aplicado (MS);711
;;;
21720;EquVatSum;Taxa compensatória total;711
21721;EquVatSumF;Taxa compensatória total (ME);711
21722;EquVatSumS;Taxa compensatória total (MS);711
21723;Installmnt;Nº de prestações;711
21724;VATFirst;Aplicar imposto à primeira prestação;711
21725;NnSbAmnt;Valor não sujeito a IRF;711
21726;NnSbAmntSC;Valor não sujeito a IRF (MS);711
21727;NbSbAmntFC;Valor não sujeito a IRF (ME);711
21728;ExepAmnt;Valor isento de IRF;711
21729;ExepAmntSC;Valor isento IRF (ME);711
;;;
21730;ExepAmntFC;Valor isento IRF (ME);711
21731;VatDate;Data do imposto;711
21732;CorrExt;Nº do documento externo corrigido;711
21733;CorrInv;Nº do documento interno corrigido;711
21734;NCorrInv;Próximo documento de correção;711
21735;CEECFlag;Bloquear criação da nota fiscal de correção de destino;711
21736;BaseAmnt;Valor base;711
21737;BaseAmntSC;Valor base (MS);711
21738;BaseAmntFC;Valor base (ME);711
21739;CtlAccount;Conta controle;711
;;;
21740;BPLId;Filial;711
21741;BPLName;Nome da filial;711
21742;VATRegNum;Nº de identificação fiscal;711
21743;TxInvRptNo;Nº do relatório da nota fiscal;711
21744;TxInvRptDt;Data do relatório da nota fiscal;711
21745;KVVATCode;Código de IVA para relatório da nota fiscal;711
21746;WTDetails;Detalhes do imposto retido na fonte;711
21747;SumAbsId;ID abstrato do resumo do IVA;711
21748;SumRptDate;Data de relatório do resumo de imposto;711
21749;PIndicator;Indicador do período;711
;;;
21750;ManualNum;Número manual;711
21751;UseShpdGd;Utilizar conta de mercadoria enviada;711
21752;BaseVtAt;ID de local de negócio atribuído à nota fiscal;711
21753;BaseVtAtSC;Nome do local de negócio;711
21754;BaseVtAtFC;Nº de registo de imposto;711
21755;NnSbVAt;Nº do relatório da nota fiscal;711
21756;NnSbVAtSC;Data do relatório da nota fiscal;711
21757;NbSbVAtFC;Valor IVA não sujeito IRF (ME);711
21758;ExptVAt;Valor IVA isento de IRF;711
21759;ExptVAtSC;Valor IVA isento de IRF (MS);711
;;;
21760;ExptVAtFC;Detalhes do imposto retido na fonte;711
21761;LYPmtAt;Pagamentos do ano passado;711
21762;LYPmtAtSC;Pagamentos dos últimos anos (MS);711
21763;LYPmtAtFC;Resumo da data do relatório fiscal;711
21764;ExpAnSum;Indicador do período;711
21765;ExpAnSys;Número manual;711
21766;ExpAnFrgn;Utilizar conta de mercadoria enviada;711
21767;DocSubType;Código de IVA para relatório da nota fiscal;711
21768;DpmStatus;ID abstrato do resumo do IVA;711
21769;DpmAmnt;Valor do adiantamento MC;711
;;;
21770;DpmAmntSC;Valor do adiantamento MS;711
21771;DpmAmntFC;Valor do adiantamento ME;711
21772;DpmDrawn;Sacado para adiantamento;711
21773;DpmPrcnt;% adiantamento;711
21774;PaidSum;Total do valor pago;711
21775;PaidSumFc;Total do valor pago (ME);711
21776;PaidSumSc;Total do valor pago (MS);711
21777;FolioPref;Cadeia de prefixo de portfólio;711
21778;FolioNum;Nº fólio;711
21779;DpmAppl;Adiantamento aplicado MC;711
;;;
21780;DpmApplFc;Adiantamento aplicado ME;711
21781;DpmApplSc;Adiantamento aplicado MS;711
21782;LPgFolioN;Nº do fólio para última página no documento;711
21783;Header;Cabeçalho;711
21784;Footer;Rodapé;711
21785;Posted;Adiantamento foi lançado;711
21786;OwnerCode;Autor do documento;711
21787;BPChCode;Código canal PN;711
21788;BPChCntc;Pessoa de contato canal PN;711
21789;PayToCode;Pagar a;711
;;;
21790;IsPaytoBnk;Pagamento ao banco;711
21791;BnkCntry;Pagamento ao país do banco;711
21792;BankCode;Pagamento para o código do banco;711
21793;BnkAccount;Pagamento para a conta bancária nº;711
21794;BnkBranch;Pagamento a filial do banco;711
21795;isIns;Nota fiscal de reserva;711
21796;TrackNo;Nº de rastreamento;711
21797;VersionNum;Nº da versão;711
21798;LangCode;Código do idioma;711
21799;BPNameOW;BP_NAME_OVERWRITTEN;711
218;OcrCode5;Código de custos 5;19
;;;
21800;BillToOW;BILL_TO_OVERWRITTEN;711
21801;ShipToOW;SHIP_TO_OVERWRITTEN;711
21802;RetInvoice;Nota de crédito;711
21803;ClsDate;Data de encerramento documento;711
21804;MInvNum;Nº da nota fiscal mensal;711
21805;MInvDate;Data da nota fiscal mensal;711
21806;SeqCode;Código da seqüência;711
21807;Serial;Nº de série;711
21808;SeriesStr;Cadeia de séries;711
21809;SubStr;Cadeia de subséries;711
;;;
21810;Model;Modelo da nota fiscal;711
21811;TaxOnExp;Imposto sobre total de despesas;711
21812;TaxOnExpFc;Imposto sobre total de despesas (ME);711
21813;TaxOnExpSc;Imposto sobre total de despesas (MS);711
21814;TaxOnExAp;Imposto sobre despesas aplicado;711
21815;TaxOnExApF;Imposto sobre despesas adicionais aplicado (ME);711
21816;TaxOnExApS;Imposto sobre despesas adicionais aplicado (MS);711
21817;LastPmnTyp;Último tipo de pagamento;711
21818;LndCstNum;Nº de despesas de importação;711
21819;UseCorrVat;Utilizar grupo IVA de correção;711
;;;
21820;BlkCredMmo;Bloquear criação de nota de crédito destino;711
21821;OpenForLaC;Aberto para despesas de importação;711
21822;Excised;Com imposto seletivo;711
21823;ExcRefDate;Data ref.imposto seletivo;711
21824;ExcRmvTime;Hora eliminação imposto seletivo;711
21825;SrvGpPrcnt;Porcentagem de lucro bruto de serviço;711
21826;DepositNum;Nº do depósito;711
21827;CertNum;Nº do certificado;711
21828;DutyStatus;Status do imposto aduaneiro;711
21829;AutoCrtFlw;Criação automática documento de acompanhamento;711
;;;
21830;FlwRefDate;Data ref.doc.acompanhamento;711
21831;FlwRefNum;Nº ref.doc.acompanhamento;711
21832;VatJENum;Nº lçto.cont.manual IVA;711
21833;DpmVat;Imposto adiantamento MC;711
21834;DpmVatFc;Imposto adiantamento ME;711
21835;DpmVatSc;Imposto adiantamento MS;711
21836;DpmAppVat;Imposto aplicado adiantamento MC;711
21837;DpmAppVatF;Imposto aplicado adiantamento ME;711
21838;DpmAppVatS;Imposto aplicado adiantamento MS;711
21839;InsurOp347;347 operação de seguro;711
;;;
21840;IgnRelDoc;Ignorar documento relevante no arquivo;711
21841;BuildDesc;Descrição da construção;711
21842;ResidenNum;Número da residência;711
21843;Checker;Controlador;711
21844;Payee;Recebedor do pagamento;711
21845;CopyNumber;Copiar número;711
21846;SSIExmpt;Isenção SSI;711
21847;PQTGrpSer;Série de grupos da oferta de compra;711
21848;PQTGrpNum;Número do grupo da oferta de compra;711
21849;PQTGrpHW;Manual do grupo da oferta de compra;711
;;;
21850;ReopOriDoc;Reabrir ordem original por retorno;711
21851;ReopManCls;Reabrir manualmente ordens fechadas/canceladas;711
21852;DocManClsd;O documento foi fechado manualmente;711
21853;ClosingOpt;Opção de encerramento;711
21854;SpecDate;Data de lançamento especificada pelo usuário;711
21855;Ordered;Pagamento solicitado;711
21856;NTSApprov;NTS autorizado;711
21857;NTSWebSite;Site da Web do imposto de renda;711
21858;NTSeTaxNo;Número do imposto de renda;711
21859;NTSApprNo;Número de autorização do NTS;711
;;;
21860;PayDuMonth;Início de;711
21861;ExtraMonth;Nº de meses adicionais;711
21862;ExtraDays;Nº de dias adicionais;711
21863;CdcOffset;Contrapartida de desconto à vista;711
21864;SignMsg;Mensagem de entrada da assinatura;711
21865;SignDigest;Criptografia da assinatura;711
21866;CertifNum;Número de certificação;711
21867;KeyVersion;Versão da chave privada;711
21868;EDocGenTyp;Tipo de geração de documento eletrônico;711
21869;ESeries;Série eletrônica;711
;;;
21870;EDocNum;Número do documento eletrônico;711
21871;EDocExpFrm;Formato de exportação do documento eletrônico;711
21872;OnlineQuo;Criar cotação on-line;711
21873;POSEqNum;Número do equipamento de ponto de venda;711
21874;POSManufSN;Número de série de fabricação do ponto de venda;711
21875;POSCashN;Número de caixa do ponto de venda;711
21876;EDocStatus;Status do documento eletrônico;711
21877;EDocCntnt;Conteúdo do documento eletrônico;711
21878;EDocProces;Processo de documento eletrônico;711
21879;EDocErrCod;Código de erro do documento eletrônico;711
2188;AbsEntry;Numerador;73
21880;EDocErrMsg;Mensagem de erro do documento eletrônico;711
21881;EDocCancel;Documento eletrônico - cancelado;711
21882;EDocTest;Documento eletrônico - teste;711
21883;EDocPrefix;Documento eletrônico - prefixo;711
21884;CUP;Código único do projeto;711
21885;CIG;Identificação do código do contrato;711
21886;DpmAsDscnt;Documento de desconto com adiantamento;711
21887;Attachment;Anexo;711
21888;AtcEntry;Entrada de anexo;711
21889;SupplCode;Código adicional;711
2189;WTCode;Código de IRF;73
21890;GTSRlvnt;Relevante para GTS;711
21891;BaseDisc;Desconto base em ML;711
21892;BaseDiscSc;Desconto base em MS;711
21893;BaseDiscFc;Desconto base em ME;711
21894;BaseDiscPr;Porcentagem do desconto de base;711
21895;CreateTS;Hora da criação - Incl.segundos;711
21896;UpdateTS;Atualizar tempo integral;711
21897;SrvTaxRule;Aplicar regra de imposto sobre serviço;711
21898;AnnInvDecR;Referência da declaração de estoque anual;711
21899;Supplier;Fornecedor;711
219;MIEntry;Nota fiscal mensal quando este saldo inicial for incluído;19
2190;Rate;Taxa;73
21900;Releaser;Autorizador de distribuição de mercadoriais;711
21901;Receiver;Autorizador de liberação de mercadorias;711
21902;ToWhsCode;Para o código de depósito;711
21903;AssetDate;Data do valor do ativo fixo;711
21904;Requester;Usuário solicitando mercadorias;711
21905;ReqName;Nome do usuário;711
21906;Branch;Filial;711
21907;Department;Departamento;711
21908;Email;E-mail;711
21909;Notify;Enviar notificação necessária;711
2191;TaxbleAmnt;Valor sujeito a imposto;73
21910;ReqType;Tipo de solicitante: usuário/empregado;711
21911;OriginType;Origem do documento;711
21912;IsReuseNum;Está reutilizando número do documento;711
21913;IsReuseNFN;Está reutilizando número de nota fiscal;711
21914;DocDlvry;Envio de documento;711
21915;PaidDpm;Pago por adiantamento;711
21916;PaidDpmF;Pago por adiantamento (ME);711
21917;PaidDpmS;Pago por adiantamento (MS);711
21918;EnvTypeNFe;NF-e do tipo de ambiente;711
21919;AgrNo;Número do contrato;711
2192;TxblAmntSC;Valor sujeito a imposto (MS);73
21920;IsAlt;É alteração;711
21921;AltBaseTyp;Tipo de base de alteração;711
21922;AltBaseEnt;Entrada de base de alteração;711
21923;AuthCode;Código de autorização;711
21924;StDlvDate;Data da entrega inicial;711
21925;StDlvTime;Hora da entrega inicial;711
21926;EndDlvDate;Data da entrega final;711
21927;EndDlvTime;Hora da entrega final;711
21928;VclPlate;Placa do veículo;711
21929;ElCoStatus;Status de comunicação eletrônica;711
2193;TxblAmntFC;Valor sujeito a imposto (ME);73
21930;AtDocType;Tipo de documento AT;711
21931;ElCoMsg;Mensagem de comunicação eletrônica;711
21932;PrintSEPA;Imprimir notificação prévia de débito direto SEPA;711
21933;FreeChrg;Gratuito (PN);711
21934;FreeChrgFC;Gratuito (PN) - ME;711
21935;FreeChrgSC;Gratuito (PN) - MS;711
21936;NfeValue;Valor da NF-e;711
21937;FiscDocNum;Número do documento fiscal;711
21938;RelatedTyp;Tipo relacionado;711
21939;RelatedEnt;Entrada relacionada;711
2194;WTAmnt;Valor de imposto retido;73
21940;CCDEntry;CCD Abs. Entry;711
21941;NfePrntFo;Formato de impressão NF-e;711
21942;ZrdAbs;Número do resumo diário de POS;711
21943;POSRcptNo;Número do recibo de POS;711
21944;FoCTax;Gratuito (PN) - Imposto;711
21945;FoCTaxFC;Gratuito (PN) - Imposto (ME);711
21946;FoCTaxSC;Gratuito (PN) - Imposto (MS);711
21947;TpCusPres;Tipo de presença de usuário final;711
21948;ExcDocDate;Data de documento de imposto seletivo;711
21949;FoCFrght;Frete gratuito;711
2195;WTAmntSC;Valor de imposto retido na fonte (MS);73
21950;FoCFrghtFC;Frete FC gratuito;711
21951;FoCFrghtSC;Frete MS gratuito;711
21952;InterimTyp;Tipo de provisório;711
21953;PTICode;Código POI;711
21954;Letter;Carta;711
21955;FolNumFrom;Nº fólio de;711
21956;FolNumTo;Nº página até;711
21957;FolSeries;Série de página;711
21958;SplitTax;Dividir imposto sobre pagamento;711
21959;SplitTaxFC;Dividir imposto sobre pagamento ME;711
2196;WTAmntFC;Valor de imposto retido na fonte (ME);73
21960;SplitTaxSC;Dividir imposto sobre pagamento MS;711
21961;ToBinCode;Para posição no depósito;711
21962;PermitNo;Permit Number;711
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2197;ApplAmnt;Valor utilizado do imposto retido na fonte;73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2198;ApplAmntSC;Valor IRF aplicado (MS);73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2199;ApplAmntFC;Valor IRF aplicado (ME);73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
22;MonthPrcnt;% do valor anual do orçamento;2
220;MIVEntry;Nota fiscal de entrada mensal;19
2200;Category;Categoria;73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2201;Criteria;Crtérios de imposto retido na fonte;73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2202;Account;Conta contábil;73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2203;Type;Tipo de imposto retido na fonte;73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2204;RoundType;Tipo de arredondamento;73
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2205;BaseType;Tipo básico;73
;;;
;;;
;;;
;;;
;;;
22055;DmcAlias;Alias de determinação;712
22056;Active;Status da determinação;712
22057;Priority;Prioridade da determinação;712
22058;Code;Código do pacote;713
22059;Name;Nome do pacote;713
2206;BaseAbsEnt;Entrada absoluta de base;73
22060;CategoryId;ID da categoria;713
22061;DestPath;Caminho de destino;713
22062;Extantion;Exportado;713
22063;DNFCode;Código Produto DNF;714
22064;DNFUoM;Unid Estat Produto NCM;714
22065;AbsEntry;Chave interna;715
22066;NumOfDays;Nº de dias;715
22067;Object;O nº do objeto;716
22068;SubObject;Array offset;716
22069;OwnerField;Nº coluna de proprietário;716
2207;BaseLine;Linha base;73
22070;Active;Código: funciona?;716
22071;CreateDate;Data de criação;716
22072;UpdateDate;Data de atualização;716
22073;AC;Contador de acessos ao cache;716
22074;QueryId;Identificação da consulta;717
22075;Object;O nº do objeto;717
22076;SubObject;Array offset;717
22077;CreateDate;Data de criação;717
22078;UpdateDate;Data de atualização;717
22079;Code;Código;718
2208;BaseNum;Tipo de documento base;73
22080;Descr;Descrição;718
22081;DirectDpr;Depreciação direta;718
22082;RetMeth;Método de aposentadoria;718
22083;AreaType;Tipo de área;718
22084;DrvdArea;Área derivada;718
22085;UserSign;Assinatura do usuário;718
22086;CreateDate;Data de criação;718
22087;UserSign2;Atualização do usuário;718
22088;UpdateDate;Data de atualização;718
22089;MainArea;Área de reserva principal;718
2209;LineNum;Nº da linha;73
22090;CreditCtrl;Controle do crédito do imposto;718
22091;TaxType;Tipo de imposto;718
22092;DirRevPost;Lançamento de receita direta;718
22093;SnapshotId;ID do instantâneo;718
22094;BpTaxCorr;PN para correção de imposto;718
22095;ItmTaxCorr;Item para correção de imposto;718
22096;DocNum;Nº do documento;719
22097;DocType;Tipo de documento;719
22098;CANCELED;Cancelado;719
22099;Handwrtten;Numeração manual;719
221;ClsInTP;Assistente de pagamento de imposto;19
2210;BaseRef;Referência do documento base;73
22100;Printed;Impresso;719
22101;DocStatus;Status do documento;719
22102;InvntSttus;Status do depósito;719
22103;Transfered;Transferência de exercício;719
22104;ObjType;Tipo de objeto;719
